2017-06-22 13:23:32.130000,TR000213,C3,False,369.226,72.167,7.748,126.352,117.511,45.448,***,====,53.021,4.76,55.229,4.501
2017-06-22 20:31:54.943000,TR000213,C3,False,367.184,71.213,7.518,127.711,115.212,45.53,***,====,51.791,4.764,54.156,4.501
2017-06-23 19:55:40.804000,TR000213,C3,False,362.012,70.99,7.217,123.644,115.021,45.14,***,====,51.596,4.753,54.17,4.502
2017-07-14 10:34:54.289000,TR000213,C3,None,108.983,74.047,***,***,***,***,34.936,====
2017-07-14 18:03:00.284000,TR000213,C3,None,108.555,73.606,***,***,***,***,34.949,====
2017-07-17 11:07:48.116000,TR000213,C3,None,108.7,74.145,***,***,***,***,34.555,====
2017-07-19 10:19:45.471000,TR000213,C3,None,107.949,72.955,***,***,***,***,34.994,====
2017-07-20 10:30:31.972000,TR000213,C3,None,108.366,73.45,***,***,***,***,34.916,====
2017-07-21 11:02:15.693000,TR000213,C3,None,108.642,73.547,***,***,***,***,35.095,====
2017-06-11 19:39:48.743000,TR000213,C4,None,119.861,84.125,***,***,***,***,35.736,====
2017-06-21 13:48:09.597000,TR000213,C4,True,582.074,69.514,7.251,124.943,335.227,45.139,***,====,61.358,4.779,64.194,204.896
2017-06-21 18:31:42.917000,TR000213,C4,True,502.535,70.698,7.917,128.367,250.26,45.293,***,====,52.674,197.586
2017-06-22 13:29:41.584000,TR000213,C4,True,592.659,71.251,7.541,127.083,340.202,46.582,***,====,52.839,45.764,59.085,182.514
2017-06-22 20:38:02.388000,TR000213,C4,False,432.944,72.197,7.559,125.246,182.207,45.735,***,====,51.463,38.495,53.223,39.026
2017-06-23 20:01:43.017000,TR000213,C4,False,424.893,69.107,7.29,122.957,180.109,45.43,***,====,50.071,39.645,52.138,38.255
2017-07-14 10:36:43.480000,TR000213,C4,None,109.223,74.013,***,***,***,***,35.21,====
2017-07-14 18:04:49.041000,TR000213,C4,None,108.31,73.744,***,***,***,***,34.566,====
2017-07-17 11:09:37.006000,TR000213,C4,None,109.572,74.472,***,***,***,***,35.1,====
2017-07-19 10:21:33.634000,TR000213,C4,None,107.496,72.909,***,***,***,***,34.587,====
2017-07-20 10:32:20.541000,TR000213,C4,None,107.495,72.463,***,***,***,***,35.032,====
2017-07-21 11:04:04.534000,TR000213,C4,None,108.076,73.175,***,***,***,***,34.901,====
